year,no,instruction,input,result,isAnswerable,isMultipleChoice,isSingleChoiceSolution,SolutionExplain
plain,30,หากผู้ลงทุนคาดว่า ราคาของหลักทรัพย์จะเพิ่มสูงขึ้นในอนาคตอันใกล้ แต่ต้องการจำกัดความเสียหายจากการลงทุนที่อาจเกิดขึ้น กลยุทธ์การลงทุนแบบ Stop loss ที่ควรใช้คือแบบใด,1. Short หลักทรัพย์ ควบคู่ไปกับ sell-stop 2. Short หลักทรัพย์ ควบคู่ไปกับ buy-stop 3. Long หลักทรัพย์ ควบคู่ไปกับ sell-stop 4. Long หลักทรัพย์ ควบคู่ไป,3,TRUE,TRUE,TRUE,หากผู้ลงทุนคาดว่า ราคาของหลักทรัพย์จะเพิ่มสูงขึ้นในอนาคตอันไกล ผู้ลงทุนจะทำการซื้อ หรือ long หลักทรัพย์ ควบคู่ไปกับการส่งคำสั่งหยุดขาดทุน หรือ sell-stop เพื่อจำกัดความเสียหายที่อาจเกิดขึ้น
plain,31,หากราคาตลาดของหุ้นอ้างอิงต่ำกว่าราคาใช้สิทธิ และวอร์แรนท์มีมูลค่าของเวลาเป็นบวก มูลค่าของวอร์แรนท์จะ เท่ากับเท่าใด,1. 0 บาท 2. ราคาใช้สิทธิ 3. มูลค่าของเวลา 4. มูลค่าที่แท้จริง,3,TRUE,TRUE,TRUE,มูลค่าของวอร์แรนท์ = มูลค่าที่แท้จริง + มูลค่าของเวลา หากราคาตลาดของหุ้นอ้างอิงต่ำกว่าราคาใช้สิทธิ มูลค่าที่แท้จริง = 0 บาท ดังนั้น มูลค่าของวอร์แรนท์ = 0 + มูลค่าของเวลา = มูลค่าของเวลา
plain,32,ตัวเลือกใดต่อไปนี้ถูกต้องที่สุดเกี่ยวกับความเสี่ยงของใบสำคัญแสดงสิทธิอนุพันธ์,1. ความเสี่ยงด้านราคาสูงสุดของใบสำคัญแสดงสิทธิอนุพันธ์ คือ ราคาตลาดของหุ้นสามัญอ้างอิงปรับลดลงจน เป็นศูนย์บาท 2. โอกาสการเปลี่ยนแปลงราคาของใบสำคัญแสดงสิทธิอนุพันธ์จะเพิ่มขึ้น เมื่อใบสำคัญแสดงสิทธิอนุพันธ์ ดังกล่าวมีอายุคงเหลือน้อยลง 3. ผู้ที่จะออกใบสำคัญแสดงสิทธิอนุพันธ์ได้ต้องมีอันดับความน่าเชื่อถือในระดับ speculative grade และเปิดเผย ในหนังสือชี้ชวน 4. ตลาดหลักทรัพย์ฯ ไม่ได้กำหนดให้ใบสำคัญแสดงสิทธิอนุพันธ์ทุกรุ่นต้องมีผู้ดูแลสภาพคล่อง เพราะมีความผัน ผวนของราคาสูงอยู่แล้ว,1,TRUE,TRUE,TRUE,โอกาสในการเปลี่ยนแปลงราคาของใบสำคัญแสดงสิทธิอนุพันธ์จะลดลง เมื่อใบสำคัญแสดงสิทธิอนุพันธ์ดังกล่าวมีอายุคงเหลือน้อยลง ผู้ที่จะออกใบสำคัญแสดงสิทธิอนุพันธ์ได้ต้องมีความน่าเชื่อถือในระดับการลงทุนขึ้นไป และเปิดเผยในหนังสือชี้ชวน ตลาดหลักทรัพย์ฯ กำหนดให้ใบสำคัญแสดงสิทธิอนุพันธ์ทุกรุ่นต้องมีผู้ดูแลสภาพคล่อง
plain,33,ตัวเลือกใดต่อไปนี้ ไม่ถูกต้อง เกี่ยวกับการซื้อขายหลักทรัพย์ด้วยวิธีบันทึกการซื้อขาย,1. กรณี big lot เป็นการตกลงซื้อขายหลักทรัพย์ที่มีปริมาณ 1 ล้านหุ้น หรือมูลค่า 3 ล้านบาทขึ้นไป 2. หากมีการตกลงซื้อขายกัน ให้สมาชิกทั้งผู้ซื้อ และผู้ขายบันทึกรายการเข้ามาในระบบซื้อขายก่อนเพื่อจับคู่คำ สั่งซื้อขาย 3. ตลาดหลักทรัพย์ฯ กำหนดให้สมาชิกจะต้องทำการซื้อขายหลักทรัพย์ โดยผ่านระบบการซื้อขายของตลาด หลักทรัพย์ฯ เท่านั้น 4. การบันทึกรายการซื้อขายหลักทรัพย์นอกเวลาทำการหลังปิดการซื้อขายในช่วงเวลาประจำวัน จะมีระยะเวลา ซื้อขายตั้งแต่เวลา 16.30 – 17.00 น.,4,TRUE,TRUE,TRUE,การบันทึกรายการซื้อขายหลักทรัพย์นอกเวลาทำการหลังปิดการซื้อขายในช่วงเวลาประจำวัน จะมีระยะเวลาซื้อขายตั้งแต่เวลาปิดการซื้อขาย - 17.00 น.
plain,34,ตัวเลือกใดต่อไปนี้เป็นสารสนเทศ หรือข้อมูลที่เข้าข่ายต้องเปิดเผยทันที สำหรับบริษัทจดทะเบียนในตลาด หลักทรัพย์ฯ,1. ถูกยกเลิกสัมปทาน 2. ย้ายที่ตั้งสำนักงานใหญ่ 3. แก้ไขข้อบังคับของบริษัท 4. เปลี่ยนแปลงนายทะเบียนหลักทรัพย์,1,TRUE,TRUE,TRUE,การเปลี่ยนแปลงย้ายที่ตั้งสำนักงานใหญ่ แก้ไขข้อบังคับบริษัท และการเปลี่ยนแปลงนายทะเบียนหลักทรัพย์เป็นสารสนเทศที่ให้จัดส่งภายใน 3 วันทำการ
plain,35,ตัวเลือกใดต่อไปนี้ไม่ใช่องค์ประกอบของตราสารหนี้?,1. ความถูกต้องในการชำระดอกเบี้ย 2. มูลค่าที่ตราไว้ หรือมูลค่าหน้าตัว 3. อัตราดอกเบี้ยตามหน้าตัว หรือที่ตราไว้ 4. เงื่อนไข และข้อตกลงที่ผู้ลงทุนต้องปฏิบัติตาม,4,TRUE,TRUE,TRUE,ความถี่ในการชำระดอกเบี้ย มูลค่าที่ตราไว้ หรือมูลค่าหน้าตั๋ว และอัตราดอกเบี้ยตามหน้าตั๋ว หรือที่ตราไว้ เป็นองค์ประกอบของตราสารหนี้ อย่างไรก็ตาม ข้อสัญญา คือ เงื่อนไข และข้อตกลงที่ผู้ออกตราสารหนี้ต้องปฏิบัติตามไม่ใช่ผู้ลงทุน
plain,36,ตัวเลือกใดต่อไปนี้ไม่ถูกต้อง เกี่ยวกับตราสารศุกูก?,1. ผลตอบแทนไม่อยู่ในรูปของดอกเบี้ย 2. มีลักษณะคล้ายกับตราสารหนี้ทั่วไป 3. ผู้ลงทุนต้องนับถือศาสนาอิสลามเท่านั้น 4. เป็นไปตามหลักชาริอะห์ของศาสนาอิสลาม,3,TRUE,TRUE,TRUE,ผู้ออกตราสาร หรือผู้ลงทุนทั่วไปที่ไม่ได้นับถือศาสนาอิสลามก็สามารถออก หรือลงทุนในตราสาร กูกได้
plain,37,พันธบัตรอายุคงเหลือ ? ปี มูลค่าที่ตราไว้เท่ากับ ? บาท อัตราดอกเบี้ยตามหน้าตัวเท่ากับ ?% ต่อปีโดยชำระปีละ ? ครั้ง หากผู้ลงทุนต้องการผลตอบแทนเท่ากับ ?% ต่อปี และราคาตลาดของพันธบัตรในขณะนี้เท่ากับ ? บาท ควรซื้อหรือไม่ เพราะเหตุใด,1. ซื้อ เพราะราคาตลาดต่ำกว่ามูลค่าที่เหมาะสม 2. ซื้อ เพราะราคาตลาดสูงกว่ามูลค่าที่เหมาะสม 3. ไม่ซื้อ เพราะราคาตลาดต่ำกว่ามูลค่าที่เหมาะสม 4. ไม่ซื้อ เพราะราคาตลาดสูงกว่ามูลค่าที่เหมาะสม,1,TRUE,TRUE,TRUE,"ดอกเบี้ยรับ = 1,000 x (6%/2) = 30 บาทต่องวด i = (4%/ 2) = 2% จำนวนงวด = 2 งวด มูลค่าตราสารหนี้ = 30 / (1 + 0.02) + (1,030 / (1 + 0.02)^2) = 29.41 + 990.00 = 1,019.41 บาท ราคาตลาด = 1,015.50 ซึ่งถูกกว่า จึงควรซื้อ"
plain,38,หุ้นกู้ของบริษัทแห่งหนึ่ง ซื้อขายกันอยู่ที่ราคา ? บาท โดยมีอายุคงเหลือ ? ปี และมีอัตราดอกเบี้ยตามหน้าตัวเท่ากับ ?% ชำระดอกเบี้ยทุก ? เดือน อัตราผลตอบแทนจากดอกเบี้ยของหุ้นกู้ดังกล่าวเท่ากับเท่าใด,1. 8.00% 2. 8.33% 3. ?% 4. 9.33%,2,TRUE,TRUE,TRUE,"ดอกเบี้ย = 1,000 x 8% = 80 บาท อัตราผลตอบแทนจากดอกเบี้ย = (80 / 960) x 100 = 8.33%"
plain,39,ความเสี่ยงประเภทใดต่อไปนี้ไม่ส่งผลต่อ ผู้ลงทุนชาวไทยที่ลงทุนในหุ้นกู้สกุลเงินบาท?,1. ความเสี่ยงจากอัตราเงินเฟ้อ 2. ความเสี่ยงจากการลงทุนต่อ 3. ความเสี่ยงที่เกิดจากเหตุผิดนัด 4. ความเสี่ยงจากอัตราแลกเปลี่ยน,4,TRUE,TRUE,TRUE,ความเสี่ยงจากอัตราแลกเปลี่ยนเกิดขึ้นเมื่อมีการนำเงินไปลงทุนในตราสารหนี้ที่ให้ผลตอบแทนและ/หรือเงินต้นเป็นสกุลเงินต่างประเทศ
plain,40,ตัวเลือกใดต่อไปนี้ถูกต้องที่สุดเกี่ยวกับการประเมินความเสี่ยงด้านเครดิต โดยบริษัทจัดอันดับความน่าเชื่อถือ?,1. ปัจจัยเชิงคุณภาพในการวิเคราะห์อันดับเครดิต ได้แก่ การวิเคราะห์อัตราส่วนทาง,3,TRUE,TRUE,TRUE,อัตราส่วนทางการเงินเป็นปัจจัยเชิงปริมาณ อันดับความน่าเชื่อถือต่ำกว่า BB- ลงไปถือเป็นระดับเก็งกำไร และระดับ D เป็นระดับที่อยู่ในสภาวะผิดนัดชำระหนี้
plain,41,ตัวเลือกใดต่อไปนี้ถูกต้องที่สุดเกี่ยวกับดูเรชั่นและปัจจัยที่ส่งต่อดูเรชั่น,1. เมื่อกำหนดให้อัตราผลตอบแทนเปลี่ยนแปลงไปเท่ากัน และปัจจัยอื่นคงที่ หุ้นกู้ที่มีอายุคงเหลือมากกว่า จะมีการเปลี่ยนแปลงของราคาน้อยกว่าหุ้นกู้ที่มีอายุคงเหลือน้อยกว่า 2. หุ้นกู้ที่มีอัตราดอกเบี้ยคูปองต่ำ จะมีการเปลี่ยนแปลงของราคาน้อยกว่าหุ้นกู้ที่มีอัตราดอกเบี้ยคูปองสูง เมื่อปัจจัยอื่นคงที่ 3. ดูเรชั่นเป็นเครื่องมือวัดความไว หรือวัดการเปลี่ยนแปลงของอัตราผลตอบแทนที่เกิดจากการเปลี่ยนแปลงของราคาหุ้นกู้ ในทิศทางตรงกันข้าม 4. หุ้นกู้ที่มีดูเรชั่นสูงจะมีการเปลี่ยนแปลงของราคาในทิศทางตรงกันข้ามกับอัตราผลตอบแทน มากกว่าหุ้นกู้ที่ดูเรชั่นต่ำกว่า เมื่ออัตราผลตอบแทนเปลี่ยนแปลงไปเท่ากัน,4,TRUE,TRUE,TRUE,เมื่อกำหนดให้อัตราผลตอบแทนเปลี่ยนแปลงไปเท่ากัน และปัจจัยอื่นคงที่ของราคา หุ้นกู้ที่มีอายุคงเหลือมากกว่า จะมีการเปลี่ยนแปลงมากกว่าหุ้นกู้ที่มีอายุคงเหลือน้อยกว่า หุ้นกู้ที่มีอัตราดอกเบี้ยคูปองต่ำ จะมีการเปลี่ยนแปลงของราคามากกว่าหุ้นกู้ที่มีอัตราดอกเบี้ยคูปองสูงกว่า เมื่อปัจจัยอื่นคงที่ ดิวเรชันเป็นเรื่องเพื่อวัดความไวหรือวัดการเปลี่ยนแปลงของราคาหุ้นกู้ที่เกิดจากการเปลี่ยนแปลงของอัตราผลตอบแทนในทิศทางตรงกันข้าม
plain,42,ตัวเลือกใดต่อไปนี้เป็นแหล่งข้อมูลเกี่ยวกับราคาตราสารหนี้,"I. สมาคมตลาดตราสารหนี้ไทย II. สำนักงานบริหารหนี้สาธารณะ III. สำนักงานคณะกรรมการกำกับหลักทรัพย์ และตลาดหลักทรัพย์ 1. I และ II 2. I และ III 3. II และ III 4. I, II และ III",1,TRUE,TRUE,TRUE,แหล่งข้อมูลเกี่ยวกับราคาตราสารหนี้ได้แก่ ธนาคารแห่งประเทศไทย สมาคมตลาดตราสารหนี้ไทย ตลาดหลักทรัพย์แห่งประเทศไทย และสำนักงานบริหารหนี้สาธารณะ
plain,43,ตัวเลือกใดต่อไปนี้ถูกต้องที่สุดเกี่ยวกับความหมายของกองทุนรวม,1. กองทุนรวมมีผู้จัดการบริหารเงินลงทุนให้ จึงไม่ขาดทุน 2. หน่วยลงทุนของกองทุนรวมจัดเป็นหลักทรัพย์จดทะเบียนประเภทหนึ่ง 3. ผลประกอบการของบลจ. ส่งผลกระทบโดยตรงต่อกองทุนรวม 4. กองทุนรวมถือเป็นวิธีการลงทุนในตลาดเงินตลาดทุนโดยอ้อม,4,TRUE,TRUE,TRUE,การลงทุนในกองทุนรวมยังมีความเสี่ยงในการลงทุน และอาจขาดทุนได้ หน่วยลงทุนของกองทุนรวมไม่จำเป็นต้องนำมาจดทะเบียน บลจ. และกองทุนรวมเป็นนิติบุคคลแยกจากกัน ผลประกอบการของ บลจ. จึงไม่มีผลต่อตัวกองทุนรวม
plain,44,ตัวเลือกใดต่อไปนี้คือลักษณะของกองทุนปิด,1. สามารถขายหน่วยลงทุนเพิ่มเติมหลังเสนอขายครั้งแรก 2. ไม่มีความจำเป็นต้องนำกองทุนปิดไปจดทะเบียนในตลาดหลักทรัพย์ฯ ส่วนใหญ่ไม่มีกำหนดอายุโครงการ 3. จำนวนหน่วยลงทุนเพิ่มขึ้นหรือลดลงได้ 4. เมื่อครบอายุโครงการ บลจ. จะรับซื้อคืนหน่วยลงทุนโดยใช้เงินจากการขายทรัพย์สินในกองทุนเมื่อเลิก,4,TRUE,TRUE,TRUE,การเสนอขายหน่วยลงทุนของกองทุนปิดจะทำเพียงครั้งเดียว และจะระบุอย่างชัดเจนว่า กองทุนปิดนั้นมีอายุโครงการกี่ปี จำนวนหน่วยลงทุนจะคงที่ไปตลอดอายุโครงการ
plain,45,ตัวเลือกใดต่อไปนี้ ไม่ใช่ กองทุนรวมทรัพย์สินทางเลือก,1. กองทุนรวมสินค้าโภคภัณฑ์ 2. กองทุนรวมหมวดอุตสาหกรรม 3. กองทุนรวมสินทรัพย์อสังหาริมทรัพย์ 4. กองทุนรวมคอมมอดิตี้,2,TRUE,TRUE,TRUE,กองทุนรวมหมวดอุตสาหกรรม เป็นกองทุนรวมตราสารทุน ไม่เข้าข่ายเป็นกองทุนรวมทรัพย์สินทางเลือก
