year,no,instruction,input,result,isAnswerable,isMultipleChoice,isSingleChoiceSolution,SolutionExplain
example,23,การดำเนินการในลักษณะใดต่อไปนี้ ไม่ต้อง รายงานการทำธุรกรรมต่อสำนักงานคณะกรรมการป้องกันและปราบปรามการฟอกเงิน,1. การฝากหรือถอนเงินสดจากธนาคารพาณิชย์ในจำนวน 1.5 ล้านบาท 2. การประมูลทรัพย์สินที่ธนาคารพาณิชย์ขายทอดตลาดในจำนวนเงินทั้งสิ้น 12.5 ล้านบาท 3. การซื้อตัวสัญญาใช้เงินในมูลค่าทั้งสิ้น 3 ล้านบาท 4. การที่ลูกค้าเปิดบัญชีซื้อขายหลักทรัพย์ที่สาขาแห่งหนึ่งของบริษัทหลักทรัพย์แต่ชำระราคาค่าซื้อขายหลักทรัพย์ในหลายสาขาที่ไม่ใช่สาขาที่เปิดบัญชี,1,TRUE,TRUE,TRUE,"พรบ.ป้องกันและปราบปรามการฟอกเงินกำหนดให้สถาบันการเงินต้องรายงานธุรกรรมต่อไปนี้ให้สำนักงานคณะกรรมการป้องกันและปราบปรามการฟอกเงินทราบ ธุรกรรมที่มีการใช้เงินสดตั้งแต่สองล้านบาทขึ้นไป เช่น การฝากหรือถอนเงินสด, การชำระราคาคำสั่งซื้อขายหลักทรัพย์ด้วยเงินสด, การวางเงินสดในการซื้อขายหลักทรัพย์, การซื้อตั๋วสัญญาใช้เงิน ธุรกรรมที่เกี่ยวกับทรัพย์สินที่มีมูลค่าตั้งแต่ห้าล้านบาทขึ้นไป เช่น การประมูลทรัพย์สินที่ธนาคารพาณิชย์ขายทอดตลาด ธุรกรรมใด ๆ อันมีเหตุควรสงสัยหรือเชื่อว่าเป็นการกระทำเพื่อหลีกเลี่ยงไม่ให้อยู่ในบังคับของ พรบ.ป้องกันและปราบปรามการฟอกเงิน หรือเกี่ยวข้องกับความผิดมูลฐานตาม พรบ.ป้องกันและปราบปรามการฟอกเงิน"
example,24,การออกและเสนอขายหุ้นสามัญในลักษณะใดต่อไปนี้ต้องยื่นแบบแสดงรายการข้อมูลการเสนอขายหลักทรัพย์ต่อสำนักงานคณะกรรมการ ก.ล.ต.,1. การเสนอขายต่อประชาชนในวงกว้าง(PO) การเสนอขายต่อผู้ถือหุ้นเดิมตามสัดส่วนการถือหุ้นในลักษณะของการเสนอขายหุ้นสามัญเพื่อเพิ่มทุน(PPO) 2. การเสนอขายต่อผู้รับเฉพาะกิจ ที่มีคุณสมบัติตามที่กฎหมายกำหนด(PP) 3. การเสนอขายต่อประชาชนในวงกว้าง(PO) การเสนอขายต่อผู้ถือหุ้นเดิมตามสัดส่วนการถือหุ้นในลักษณะของการเสนอขายหุ้นสามัญเพื่อเพิ่มทุน(PPO) 4. การเสนอขายต่อกลุ่มลูกค้าเฉพาะที่ไม่ใช่ประชาชนในวงกว้าง(PR),3,TRUE,TRUE,TRUE,เมื่อบริษัทจะเสนอขายหุ้นที่ออกใหม่ต่อผู้ลงทุนในวงกว้าง (Public Offering: PO) บริษัท ต้องขออนุญาต รวมถึงยื่นเอกสารหลักฐานต่าง ๆซึ่งรวมถึงแบบแสดงรายการข้อมูลการ เสนอขายหลักทรัพย์ ต่อสำนักงานคณะกรรมการ ก.ล.ต. และจะไม่สามารถเสนอขาย หลักทรัพย์ จนกว่าจะได้รับอนุญาตจากสำนักงานคณะกรรมการ ก.ล.ต. ส่วนการเสนอขายหลักทรัพย์ต่อผู้ถือหุ้นเดิมตามสัดส่วนการถือหุ้น (Rights Offering: RO) และการเสนอขายหลักทรัพย์ต่อผู้ลงทุนในวงจำกัด (Private Placement: PP) ไม่ต้องขอ อนุญาตสำนักงานคณะกรรมการ ก.ล.ต. แต่อย่างใด หนังสือ แนวทางปฏิบัติสำหรับผู้ทำหน้าที่ติดต่อกับผู้ลงทุน ฉบับพิมพ์ครั้งที่ 19 บทที่ 3 หลักเกณฑ์การกำกับดูแลการออกและเสนอขายตราสารประเภทต่างๆ หน้า 30
example,25,ตัวเลือกใดดังต่อไปนี้ ไม่ใช่ หลักการในการทําคําเสนอซื้อหลักทรัพย์,1. ผู้ถือหลักทรัพย์ทุกรายจะต้องได้รับการปฏิบัติอย่างเท่าเทียมกัน 2. ต้องได้รับอนุมัติการทํารายการจากที่ประชุมผู้ถือหุ้นและสํานักงานคณะกรรมการ ก.ล.ต. 3. มีการเปิดเผยข้อมูลที่ถูกต้องและครบถ้วน 4. ผู้ถือหลักทรัพย์มีเวลาเพียงพอในการตัดสินใจ,2,TRUE,TRUE,TRUE,ในการทำคำเสนอซื้อหลักทรัพย์ จะต้องมีการดำเนินตามหลักการดังต่อไปนี้ 1) ผู้ถือหลักทรัพย์ทุกรายจะต้องได้รับการปฏิบัติอย่างเท่าเทียมกัน 2) มีการเปิดเผยข้อมูลที่ถูกต้องและครบถ้วน 3) ผู้ถือหลักทรัพย์มีเวลาเพียงพอในการตัดสินใจ
example,26,กระบวนการให้คําแนะนําการลงทุนที่เหมาะสมประกอบด้วยขั้นตอนต่างๆ ดังนี้ ก. การวิเคราะห์ข้อมูลและประเมินระดับความเสี่ยงที่รับได้ของผู้รับคําปรึกษา ข. การติดตามและวัดผลการลงทุนและการปรับเปลี่ยนกลุ่มหลักทรัพย์ ค. การรวบรวมข้อมูลส่วนบุคคล ง. การจัดสรรสินทรัพย์ลงทุนที่เหมาะสมกับผู้รับคําปรึกษา จ. การสร้างและบริหารกลุ่มหลักทรัพย์ ตัวเลือกใดต่อไปนี้เรียงลําดับขั้นตอนของกระบวนการให้คําแนะนําการลงทุนที่เหมาะสมได้ถูกต้องที่สุด,"1. ข , ค , ก , จ , ง 2. ค , ก , ง , จ , ข 3. ค , ข , ก , ง , จ 4. ง , ก , ค , จ , ข",2,TRUE,TRUE,TRUE,กระบวนการให้คำแนะนำการลงทุนที่เหมาะสมมีลำดับขั้นดังต่อไปนี้ 1) การรวบรวมข้อมูลส่วนบุคคล 2) การวิเคราะห์ข้อมูลและประเมินระดับความเสี่ยงที่ยอมรับได้ของผู้รับคำปรึกษา 3) การจัดสรรสินทรัพย์ลงทุนที่เหมาะสมกับผู้รับคำปรึกษา 4) การสร้างและบริหารกลุ่มหลักทรัพย์ 5) การติดตามและวัดผลการลงทุนและการปรับเปลี่ยนกลุ่มหลักทรัพย์
example,27,ผู้ลงทุนที่มีช่วงอายุอยู่ในระยะอุทิศ (Gifting Phase) จะมีอัตราผลตอบแทนที่คาดหวังและระดับความเสี่ยงที่รับได้เป็นอย่างไร,1. มีอัตราผลตอบแทนที่คาดหวังต่ำและมีระดับความเสี่ยงที่รับได้ต่ำ 2. มีอัตราผลตอบแทนที่คาดหวังสูงแต่มีระดับความเสี่ยงที่รับได้ต่ำ 3. มีอัตราผลตอบแทนที่คาดหวังต่ำแต่มีระดับความเสี่ยงที่รับได้สูง 4. มีอัตราผลตอบแทนที่คาดหวังสูงและมีระดับความเสี่ยงที่รับได้สูง,1,TRUE,TRUE,TRUE,นักลงทุนที่มีช่วงอายุอยู่ในระยะอุทิศ (เริ่มต้นตั้งแต่เกษียณอายุจากการทำงาน) จะมีระดับความเสี่ยงที่รับได้ต่ำลง เพราะเป็นช่วงที่นักลงทุนดังกล่าวไม่ได้มีงานประจำแล้ว และเป็นช่วงที่เริ่มใช้จ่ายจากทรัพย์สินที่ลงทุนและสะสมไว้ ดังนั้น อัตราผลตอบแทนที่คาดหวังจากการลงทุนก็จะต่ำลง เช่นกัน เพราะในช่วงนี้ นักลงทุนควรนำเงินที่มีอยู่ไปลงทุนในหลักทรัพย์ที่ให้ผลตอบแทนที่มีความมั่นคงและมีความเสี่ยงต่ำ
example,28,ปัจจัยใดต่อไปนี้ เป็นปัจจัยที่มีผลกระทบต่อความเสี่ยงของการลงทุนในหลักทรัพย์ของประเทศไทย,1. การเปลี่ยนแปลงของอัตราดอกเบี้ยในต่างประเทศ 2. การเปลี่ยนแปลงของนโยบายสภาพการณ์เศรษฐกิจ 3. การเปลี่ยนแปลงของภาวะการณ์การเมือง 4. การเปลี่ยนแปลงของความเ,2,TRUE,TRUE,TRUE,"ทัศนคติที่มีต่อความเสี่ยงเป็นปัจจัยที่มีผลกระทบต่อความเต็มใจในการรับความเสี่ยงของผู้ลงทุน ตัวเลือก 1, 3 และ 4 เป็นปัจจัยที่มีผลกระทบต่อความสามารถในการรับความเสี่ยงของผู้ลงทุน"
example,29,ตัวเลือกใดต่อไปนี้จัดเป็นข้อมูลเชิงปริมาณของผู้รับคำปรึกษาที่ผู้แนะนำการลงทุนควรพิจารณาในการให้คำแนะนำการลงทุนในหลักทรัพย์,1. ช่วงอายุของผู้ลงทุน 2. ข้อจำกัดและเงื่อนไขการลงทุน 3. ข้อมูลการเงินส่วนบุคคลของผู้ลงทุน 4. วัตถุประสงค์การลงทุน,3,TRUE,TRUE,TRUE,ช่วงอายุ ข้อจำกัดและเงื่อนไขการลงทุน รวมถึงวัตถุประสงค์การลงทุน จัดว่าเป็นข้อมูลเชิงคุณภาพ ส่วนข้อมูลการเงินส่วนบุคคล อันได้แก่ สินทรัพย์ ภาระหนี้สิน รายได้และต่าใช้จ่าย จัดว่าเป็นข้อมูลเชิงปริมาณ
example,30,ตัวเลือกใดต่อไปนี้ไม่ใช่ปัจจัยส่วนบุคคลของผู้รับคำปรึกษาซึ่งที่ปรึกษาการลงทุนควรพิจารณาในการให้คำแนะนำเกี่ยวกับการจัดสรรสินทรัพย์ลงทุน,1. สภาวะเศรษฐกิจทั้งในและนอกประเทศ 2. ภาระหนี้สิน 3. ประสบการณ์การลงทุน 4. แหล่งที่มาของรายได้,1,TRUE,TRUE,TRUE,"""ตัวเลือกที่ 1 เป็นปัจจัยทางด้านเศรษฐกิจมหภาคที่อยู่นอกเหนือการควบคุมของผู้รับคำปรึกษา และที่ปรึกษา ส่วนตัวเลือกที่ 2, 3 และ 4 จัดว่าเป็นปัจจัยส่วนบุคคลของผู้รับตำแหน่งปรึกษาซึ่งที่ปรึกษาควรให้ความสำคัญและพิจารณาในการให้คำแนะนำการลงทุน"
example,31,ดัชนีราคาหุ้นตลาดหลักทรัพย์แห่งประเทศไทย (SET Index) จัดเป็นดัชนีราคาหุ้นประเภทใด,1. ดัชนีชนิดถ่วงน้ำหนักด้วยมูลค่าตลาด (Market Capitalization Weighted Index) 2. ดัชนีชนิดถ่วงน้ำหนักด้วยราคาตลาด (Price Weighted Index) 3. ดัชนีชนิดไม่ถ่วงน้ำหนัก (Equally Weighted Index) 4. ดัชนีชนิดปรับราคาตลาด (Market Customized Index),1,TRUE,TRUE,TRUE,ดัชนีตลาดหลักทรัพย์แห่งประเทศไทย (SET Index) ได้รับการคำนวณแบบถ่วงน้ำหนักด้วยมูลค่าหลักทรัพย์ตามราคาตลาด (Market Capitalization Weighted Index) โดย SET Index ได้รับการคำนวณโดยใช้หุ้นสามัญทะเบียนทุกตัวในตลาดหลักทรัพย์แห่งประเทศไทย (รวมหน่วยลงทุนของกองทุนรวมอสังหาริมทรัพย์)
example,32,ตัวเลือกใดต่อไปนี้ไม่ใช่การซื้อขายหลักทรัพย์ในตลาดแรก (Primary Market),1. การออกและเสนอขายหลักทรัพย์ต่อผู้ลงทุนในวงกว้าง (Public Offering: PO) 2. การออกและเสนอขายหลักทรัพย์ต่อผู้ลงทุนในวงจำกัด (Private Placement: PP) 3. การออกและเสนอขายหลักทรัพย์ต่อผู้ถือหุ้นเดิมตามสัดส่วนการถือหุ้น (Rights Offering: RO) 4. การส่งคำสั่งซื้อขายหุ้นผ่านบริษัทนายหน้าซื้อขายหลักทรัพย์,4,TRUE,TRUE,TRUE,"ตัวเลือกที่ 1, 2 และ 3 เป็นการซื้อขายหลักทรัพย์ในตลาดแรก โดยมีวัตถุประสงค์เพื่อการระดมทุน ข้อ 4 เป็นการทำรายการซื้อขายหลักทรัพย์ในตลาดรอง (Secondary Market"
example,33,บริษัทแห่งหนึ่งมีส่วนของผู้ถือหุ้นเท่ากับ 745.20 ล้านบาท โดยบริษัทมีจํานวนหุ้นที่ชําระแล้วทั้งสิ้น 22 ล้านหุ้น มูลค่าตามบัญชีต่อหุ้น (Book Value per Share) ของบริษัทดังกล่าว จะเท่ากับเท่าใด,1. 33.87 บาท 2. 44.25 บาท 3. 55.24 บาท 4. 62.23 บาท,1,TRUE,TRUE,TRUE,มูลค่าตามบัญชีต่อหุ้น = ส่วนของผู้ถือหุ้นจำนวนหุ้นที่ชำระแล้ว = 745.20 ล้านบาท / 22 ล้านหุ้น = 33.87 บาทต่อหุ้น
example,34,ปัจจัยใดต่อไปนี้เมื่อเปลี่ยนแปลงเพิ่มขึ้น จะส่งผลให้มูลค่าของหุ้นสามัญลดลง หากกําหนดให้ปัจจัยอื่นๆ คงที่,1. กระแสเงินสดที่ได้รับจากการลงทุนในหุ้น 2. อัตราคิดลด 3. ความสามารถในการทํากําไรของบริษัทผู้ออกหลักทรัพย์ 4. แนวโน้มอัตราการเจริญเติบโตของยอดขายของบริษัทผู้ออกหลักทรัพย์,2,TRUE,TRUE,TRUE,กำหนดให้ปัจจัยอื่น ๆที่มีผลกระทบต่อมูลค่าหุ้นคงที่ไม่มีการเปลี่ยนแปลง เมื่อประมาณการ กระแสเงินสดที่ผู้ลงทุนจะได้จากการลงทุนในหุ้น ความสามารถในการทำกำไรของบริษัทผู้ ออกหลักทรัพย์ และแนวโน้มอัตราการเจริญเติบโตของยอดขายของบริษัทผู้ออกหลักทรัพย์ เพิ่มขึ้น มูลค่าของหุ้นสามัญจะเพิ่มขึ้น อย่างไรก็ตาม ถ้าอัตราคิดลดเพิ่มขึ้น มูลค่าของหุ้น สามัญจะลดลง
example,35,สิทธิประโยชน์ที่ผู้ถือหุ้นจะได้รับจากการลงทุนในหุ้นสามัญในตัวเลือกใดไปนี้จะทําให้สัดส่วนการถือหุ้นของผู้ถือหุ้นเดิมลดลง (Dilution effect) ในกรณีที่ผู้ถือหุ้นเดิมไม่ใช้สิทธิที่ตนได้รับ,1. หุ้นปันผล (Stock Dividend) 2. การแตกหุ้น (Share Split) 3. การรวมหุ้น (Share Consolidation) 4. การให้สิทธิแก่ผู้ถือหุ้นเดิมในการจองซื้อหุ้นที่ออกใหม่ตามสัดส่วนการถือหุ้น (Right Issue),4,TRUE,TRUE,TRUE,ในกรณีที่ผู้ถือหุ้นเดิมไม่ได้ใช้สิทธิในการจองซื้อหุ้นที่ออกใหม่ จะทำให้สัดส่วนการถือหุ้นของผู้ถือหุ้นเดิมลดลง (Dilution Effect) ภายหลังการเสนอขายหุ้นเพิ่มทุนเสร็จสิ้น ส่วนการแตกหุ้น การรวมหุ้นและการให้หุ้นปันผลไม่ได้มีผลกระทบต่อสัดส่วนการถือหุ้นของผู้ถือหุ้นเดิมแต่อย่างใด
example,36,บริษัทแห่งหนึ่งมีมูลค่าสินทรัพย์จากการประเมินตามราคาตลาด 120 ล้านบาท มีส่วนของผู้ถือหุ้น 100 ล้านบาท และมีหนี้สินรวม 10 ล้านบาท บริษัทดังกล่าวมีจํานวนหุ้นที่ชําระแล้วทั้งสิ้น 5 ล้านหุ้น ดังนั้น มูลค่าทรัพย์สินสุทธิต่อหุ้นของบริษัทดังกล่าวเท่ากับเท่าใด,1. 14 บาท 2. 18 บาท 3. 22 บาท 4. 26 บาท,3,TRUE,TRUE,TRUE,มููลค่าทรัพย์สินสุทธิต่อหุ้น = (120-10)/5 = 22 บาทต่อหุ้น
example,37,บริษัท ธนารักษ์ จำกัด จ่ายเงินปันผลครั้งล่าสุดในปีที่ผ่านมาเท่ากับ 2 บาทต่อหุ้น โดยนักวิเคราะห์คาดว่าเงินปันผลจ่ายของบริษัทดังกล่าวจะเพิ่มขึ้นร้อยละ 3 ต่อปีตลอดไป อัตราผลตอบแทนที่ผู้ลงทุนต้องการจากการลงทุนในหุ้นดังกล่าวเท่ากับ 8% ถ้าราคาตลาดของหุ้นของบริษัท ธนารักษ์ ในปัจจุบันเท่ากับ 12 บาท ส่วนต่างระหว่างมูลค่าที่แท้จริงและราคาตลาดของหุ้นของบริษัท ธนารักษ์ จำกัด เท่ากับเท่าใด,1. 13.75 บาท 2. 25.75 บาท 3. 29.20 บาท 4. 41.20 บาท,3,TRUE,TRUE,TRUE,มูลค่าที่แท้จริงของหุ้นของบริษัท ธนารักษ์ จำกัด = (2x1.03)(0.08-0.03) = 41.20 บาท ดังนั้น ส่วนต่างระหว่างมูลค่าที่แท้จริงและราคาตลาดของหุ้นบริษัท ธนารักษ์ = 41.20 - 12.00 = 29.20 บาท
example,38,บริษัท ชลวิทย์ จำกัด (มหาชน) ประมาณการกำไรสุทธิในปี พ.ศ.25x8 เท่ากับ 420 ล้านบาท ณ สิ้นปี 25x7 บริษัทดังกล่าวมีทุนชำระแล้วทั้งสิ้น 210 ล้านบาท โดยมูลค่าที่ตราไว้ของหุ้นสามัญของบริษัทเท่ากับ 2 บาทต่อหุ้น P/E ratioของบริษัทที่มีลักษณะการดำเนินงานคล้ายคลึงกัน (Comparable Firm) เท่ากับ 6.5 เท่า ถ้าราคาตลาดของหุ้นสามัญของบริษัท ชลวิทย์ เท่ากับ 23 บาท ท่านควรจะซื้อหุ้นของบริษัทดังกล่าวหรือไม่ เพราะเหตุใด,1. ควรซื้อ เพราะมูลค่าที่แท้จริงของหุ้นสูงกว่าราคาตลาดอยู่ 3 บาท 2. ควรซื้อ เพราะมูลค่าที่แท้จริงของหุ้นสูงกว่าราคาตลาดอยู่ 4 บาท 3. ไม่ควรซื้อ เพราะมูลค่าที่แท้จริงของหุ้นต่ำกว่าราคาตลาดอยู่ 3 บาท 4. ไม่ควรซื้อ เพราะมูลค่าที่แท้จริงของหุ้นต่ำกว่าราคาตลาดอยู่ 4 บาท,1,TRUE,TRUE,TRUE,บริษัท ชลวิทย์ มีจำนวนหุ้นที่ชำระแล้วทั้งสิ้น 105 ล้านหุ้น (210 ล้านบาท/2 บาท) ดังนั้น กำไรสุทธิต่อหุ้นเท่ากับ 4 บาท (420 ล้านบาท/105 ล้านหุ้น) มูลค่าของหุ้นตามวิธี P/E ratio = 4x6.5 = 26 บาท จะเห็นว่ามูลค่าที่แท้จริงของหุ้น (26 บาท) ยังสูงกว่าราคาตลาดของหุ้น (23 บาท) อยู่ 3 บาท ดังนั้นผู้ลงทุนจึงควรซื้อหุ้นของบริษัท ชลวิทย์ จำกัด (มหาชน)
example,39,เมื่อบริษัทจดทะเบียนแห่งหนึ่งมีข่าวสารหรือสารสนเทศที่ต้องชี้แจงหรือรายงานต่อตลาดหลักทรัพย์ฯ แต่บริษัทจดทะเบียนดังกล่าวไม่จัดส่งข้อมูลหรือข่าวสารต่อตลาดหลักทรัพย์ฯ ภายในระยะเวลาที่กำหนด หรือตลาดหลักทรัพย์ฯ อยู่ระหว่างรอคำชี้แจงหรือรายงานเพิ่มเติมจากบริษัทจดทะเบียนดังกล่าว ตลาดหลักทรัพย์ฯ จะขึ้นเครื่องหมายใดดังต่อไปนี้กับหลักทรัพย์ของบริษัทจดทะเบียนดังกล่าว,1. NR 2. NP 3. NC 4. XA,2,TRUE,TRUE,TRUE,NP (Notice Pending) เป็นเครื่องหมายที่แสดงให้ผู้ลงทุนทราบว่าบริษัทจดทะเบียนมีข่าวสารหรือสารสนเทศต้องชี้แจงหรือรายงานต่อตลาดหลักทรัพย์ฯ โดยตลาดหลักทรัพย์ฯจะขึ้นเครื่องหมายดังกล่าวเมื่อบริษัทจดทะเบียนไม่จัดส่งงบการเงินหรือรายงานให้ตลาดหลักทรัพย์ฯภายในระยะเวลาที่กำหนดหรือตลาดหลักทรัพย์ฯอยู่ระหว่างการรอคำชี้แจงหรือรายงานเพิ่มเติมจากบริษัทจดทะเบียนหรือข่าวสารที่ได้รับจากบริษัทจดทะเบียนยังไม่ครบถ้วนหรือชัดเจนเพียงพอ
example,40,ตลาดหลักทรัพย์แห่งประเทศไทยจะปิดซื้อขายหลักทรัพย์เป็นการชั่วคราว (Circuit Breaker) เมื่อใด,1. เมื่อ SET Index เพิ่มขึ้น 5% ของค่าดัชนีปิดในวันทำการก่อนหน้า 2. เมื่อ SET Index เพิ่มขึ้น 10% ของค่าดัชนีปิดในวันทำการก่อนหน้า 3. เมื่อ SET Index ลดลง 5% ของค่าดัชนีปิดในวันทำการก่อนหน้า 4. เมื่อ SET Index ลดลง 10% ของค่าดัชนีปิดในวันทำการก่อนหน้า,4,TRUE,TRUE,TRUE,ตลาดหลักทรัพย์ฯจะใช้ Circuit Breaker ตามหลักเกณฑ์ดังต่อไปนี้ 1. ครั้งที่ 1 เมื่อ SET Index ลดลงถึง 10% ของดัชนีปิดในวันทำการก่อนหน้า โดยตลาดหลักทรัพย์ฯจะพักการซื้อขายหลักทรัพย์ชั่วคราวเป็นเวลา 30 นาที และ 2. ครั้งที่ 2 เมื่อ SET Index ลดลงถึง 20% ของดัชนีปิดในวันทำการก่อนหน้า โดยตลาดหลักทรัพย์ฯจะพักการซื้อขายหลักทรัพย์ชั่วคราวเป็นเวลา 1 ชั่วโมง และหลังจากการทำงานครั้งที่สองของ Circuit Breaker ตลาดหลักทรัพย์ฯจะเปิดให้ทำการซื้อขายหลักทรัพย์ต่อไปจนถึงเวลาปิดทำการตามปกติ โดยไม่มีการหยุดการซื้อขายอีก
example,41,ในกรณีที่ผู้ซื้อหรือผู้ขายหลักทรัพย์ต้องการซื้อหรือขายหลักทรัพย์เป็นจำนวนมากๆแต่ไม่ต้องการให้แสดงปริมาณการซื้อขายที้เดียวทั้งหมด เพราะอาจจะส่งผลกระทบต่อราคาหลักทรัพย์ เจ้าหน้าที่การตลาดหลักทรัพย์ควรใช้คำสั่งซื้อขายหุ้นแบบใด,1. Iceberg 2. Fill-or-Kill Order 3. Special Market Order 4. Market to Limit Order,1,TRUE,TRUE,TRUE,Iceberg เป็นคำสั่งซื้อขายหลักทรัพย์แบบพิเศษที่ช่วยให้ผู้ซื้อหรือผู้ขายที่ต้องการซื้อหรือขายหลักทรัพย์จำนวนมากแต่ไม่ต้องการให้แสดงปริมาณการซื้อขายทีเดียวทั้งหมด เพราะอาจจะส่งผลกระทบต่อราคาหลักทรัพย์ ดังนั้น จึงต้องทยอยซื้อขายหลักทรัพย์โดยแบ่งเป็นคำสั่งย่อยๆ สูงสุดไม่เกิน 100 คำสั่งย่อย โดยภายใต้คำสั่งแบบ Iceberg นี้ ผู้ลงทุนสามารถส่งคำสั่งเพียงครั้งเดียวได้ จากนั้นระบบการซื้อขายจะทำการเสนอซื้อหรือเสนอขายเป็นหลายรายการโดยอัตโนมัติ
example,42,ตัวเลือกใดต่อไปนี้กล่าว ไม่ถูกต้อง เกี่ยวกับบทบาทของผู้มีส่วนเกี่ยวข้องในตลาดตราสารหนี้,1. ผู้แทนผู้ถือหุ้นกู้ทำหน้าที่ดูแลไม่ให้ผู้ออกหุ้นกู้กระทำการใดๆ ที่ทำให้ทรัพย์สินที่ใช้เป็นหลักประกันการชำระหนี้ของหุ้นกู้ลดต่ำลงกว่าข้อกำหนดที่ระบุไว้ในการออกหุ้นกู้ และดำเนินการเรียกร้องค่าเสียหายให้ผู้ถือหุ้นกู้ เมื่อผู้ออกหุ้นกู้ไม่ปฏิบัติตามข้อกำหนดในการออกหุ้นกู้ 2. นายทะเบียนหุ้นกู้ทำหน้าที่เป็นศูนย์กลางให้บริการรับฝากและถอนหลักทรัพย์ โอนหลักทรัพย์จำนำและเบิกถอนจำนำหลักทรัพย์ รวมถึงดูแลงานด้านการชำระราคาและส่งมอบหลักทรัพย์ 3. สถาบันการจัดอันดับความน่าเชื่อถือทำหน้าที่วิเคราะห์และประเมินความน่าเชื่อถือของตราสารหนี้และผู้ออกตราสารหนี้ 4. ผู้จัดจำหน่ายหลักทรัพย์ทำหน้าที่รับจัดจำหน่ายตราสารหนี้ที่ออกโดยบริษัทผู้ออกหลักทรัพย์ให้แก่ผู้ลงทุน,2,TRUE,TRUE,TRUE,นายทะเบียนหุ้นกู้เป็นหน่วยงานที่ให้บริการแก่ผู้ออกหลักทรัพย์และผู้ถือหลักทรัพย์ในเรื่องการจัดทำและบันทึกทะเบียนหลักทรัพย์ให้ถูกต้อง ครบถ้วนและเป็นปัจจุบัน
example,43,ตัวเลือกใดต่อไปนี้จัดเป็นการลงทุนทางอ้อมผ่านตลาดตราสารหนี้,1. การซื้อขายตราสารหนี้ผ่านตลาดตราสารหนี้ (BEX) 2. การซื้อขายตราสารหนี้ผ่านผู้ค้าตราสารหนี้ (Dealer) ในตลาด OTC 3. การซื้อขายหน่วยลงทุนของกองทุนรวมตราสารหนี้ 4. การซื้อหุ้นผ่านตลาดหลักทรัพย์แห่งประเทศไทย (SET),3,TRUE,TRUE,TRUE,การลงทุนทางอ้อมในตราสารหนี้เป็นการลงทุนผ่านกองทุนรวมที่มีนโยบายการลงทุนในตรา สารหนี้เป็นหลัก หรือกองทุนรวมผสมที่มีการลงทุนในตราสารหนี้ ตัวเลือกที่ 1 และ 2 เป็นการลงทุนผ่านตลาดรองของตราสารหนี้ ส่วนตัวเลือกที่ 4 เป็นการ ลงทุนในตลาดแรกของตราสารหนี้
example,44,"นายสมชัยซื้งเป็นบุคคลธรรมดาสัญชาติไทยได้ลงทุนในหุ้นกู้ของบริษัท ทรัพย์เจริญ จำกัด (มหาชน) และได้ดอกเบี้ยจากหุ้นกู้ดังกล่าวจำนวน 200,000 บาท นายสมชัยจะมีภาระภาษีสำหรับดอกเบี้ยรับดังกล่าวหรือไม่ อย่างไร",1. มีภาระภาษี โดยนายสมชัยจะถูกหักภาษี ณ ที่จ่าย 10% 2. มีภาระภาษี โดยนายสมชัยจะถูกหักภาษี ณ ที่จ่าย 15% 3. มีภาระภาษี โดยนายสมชัยจะถูกหักภาษี ณ ที่จ่าย 20% 4. ไม่มีภาระภาษี,2,TRUE,TRUE,TRUE,สำหรับการลงทุนในตราสารหนี้ ในกรณีบุคคลธรรมดาสัญชาติไทยได้รับดอกเบี้ยจากการลงทุนในตราสารหนี้ ผู้ลงทุนดังกล่าวจะถูกหักภาษี ณ ที่จ่าย 15% และมีสิทธิเลือกที่จะไม่นำไปรวมคำนวณภาษีเงินได้บุคคลธรรมดา ณ ตอนสิ้นปี
example,45,ตัวเลือกใดต่อไปนี้สรุปได้ถูกต้อง เมื่ออัตราดอกเบี้ยอยู่ในช่วงขาลง,1. Interest Rate Risk และ Reinvestment Rate Risk เพิ่มขึ้น 2. Interest Rate Risk และ Reinvestment Rate Risk ลดลง 3. Interest Rate Risk เพิ่มขึ้น แต่ Reinvestment Rate Risk ลดลง 4. Interest Rate Risk ลดลง แต่ Reinvestment Rate Risk เพิ่มขึ้น,4,TRUE,TRUE,TRUE,เมื่ออัตราดอกเบี้ยอยู่ในช่วงขาลง แรงกดต่อราคาของตราสารหนี้จะลดลง ทำให้ความเสี่ยงจากการเปลี่ยนแปลงของอัตราดอกเบี้ย (Interest Rate Risk) ลดลง แต่ขณะเดียวกันผู้ลงทุนต้องนำกระแสเงินสดที่ได้จากการลงทุนไปลงทุนต่อด้วยอัตราดอกเบี้ยที่ต่ำลงเช่นกัน ดังนั้น ความเสี่ยงจากการลงทุนต่อ (Reinvestment Rate Risk) จะเพิ่มขึ้น
